uuid,enum_id,hh_id,gps_lat,gps_lon,gps_precision,weight,stratum,cluster_id,site,admin1,admin2,consent,respondent_age,respondent_sex,num_members,start,end,deviceid,hh_size,hohh_status,residency_status,dod_idp_returnee,date_dod_idp_returnee,first_priority_need,second_priority_need,left_yn,num_left,fsl_fcs_cereal,fsl_fcs_legumes,fsl_fcs_score,fsl_fcs_cat,fsl_hhs_score,fsl_hhs_cat
,ENUM-29,HHID-00027,-54.058719211495244,-30.66497915844053,8.620426509893134,0.0,Rural,CLU-16,Site3,Admin1_B,Admin2_1,yes,24,f,3,2024-01-22,2024-01-24,device-5479,3,divorced,refugee,yes,2023-08-19,healthcare,drinking_water,no,0,4,4,20,Poor,3,Moderate
HH-00028,ENUM-41,,2.562198914450093,-81.57345410494575,8.445493985350703,1.2682249123157163,Camp,CLU-82,Site20,Admin1_E,Admin2_5,yes,48,m,8,2024-01-26,2024-01-28,device-7807,8,widowed,idp,yes,2023-08-23,shelter_materials,drinking_water,yes,1,2,2,10,Poor,0,None
HH-00029,ENUM-20,HHID-00029,16.63462239516764,-159.70482120566624,3.1910047324325563,-2.173914057396522,Camp,CLU-38,Site10,Admin1_E,Admin2_1,yes,26,m,15,2024-01-29,2024-02-02,device-8905,15,single,refugee,no,,food,drinking_water,no,0,6,3,21,Poor,2,Moderate
HH-00030,ENUM-18,HHID-00030,-81.63892571040041,131.30005545181916,8.289154741506774,1.847903191688136,Rural,CLU-48,Site8,Admin1_E,Admin2_6,yes,65,m,10,2024-01-25,2024-01-29,device-8736,10,widowed,refugee,no,,drinking_water,food,yes,3,7,4,26,Poor,1,Moderate
HH-00031,ENUM-38,HHID-00031,19.358073342258905,112.64436328682791,0.3700763471549262,1.278269247890009,Rural,CLU-79,Site3,Admin1_E,Admin2_5,yes,34,f,7,2024-01-22,2024-01-24,device-4993,7,widowed,host,,,wash_nfi,drinking_water,yes,5,3,2,12,Poor,5,Severe
HH-00032,ENUM-4,HHID-00032,-59.30565773628753,179.898362383007,5.96269878482053,2.025834458277296,Camp,CLU-29,Site3,Admin1_C,Admin2_2,yes,64,m,2,2024-01-24,2024-01-29,device-8483,2,divorced,refugee,yes,2023-07-11,wash_nfi,drinking_water,no,0,7,5,29,Borderline,3,Moderate
HH-00033,ENUM-23,HHID-00033,-78.29071326264969,178.78926134660594,2.3000883728770303,2.290376685557984,Urban,CLU-29,Site9,Admin1_A,Admin2_2,maybe,69,f,2,2024-01-29,2024-02-03,device-3369,2,single,idp_returnee,no,,shelter_materials,drinking_water,no,0,5,3,19,Poor,1,Moderate
HH-00034,ENUM-33,HHID-00034,80.79939670559997,19.955414016945895,1.205668857772788,1.1815600018338344,Camp,CLU-18,Site5,Admin1_C,Admin2_6,yes,15,m,5,2024-01-29,2024-02-01,device-7284,5,widowed,refugee,yes,2023-05-22,shelter_materials,drinking_water,yes,1,6,2,18,Poor,1,Moderate
HH-00035,ENUM-5,HHID-00035,83.81376595342067,96.83546946498376,0.7695320162920916,1.5338727538133787,Urban,CLU-62,Site13,Admin1_B,Admin2_3,yes,66,f,4,2024-01-28,2024-02-01,device-4122,4,divorced,host,,,healthcare,drinking_water,no,0,3,3,15,Poor,1,Moderate
HH-00036,ENUM-20,HHID-00036,55.51152266096301,160.1156627576741,6.962887758781397,0.8047152333423688,Urban,CLU-20,Site5,Admin1_E,Admin2_15,yes,76,m,6,2024-01-27,2024-02-01,device-9327,6,married,host,,,shelter_materials,drinking_water,no,0,4,0,8,Poor,0,None
HH-00037,ENUM-30,HHID-00037,-35.16952154879328,125.87306064386814,3.3987496376806616,0.9528733738367008,Rural,CLU-59,Site13,Admin1_E,Admin2_7,yes,29,m,2,,2024-01-30,device-3236,2,single,host,yes,,wash_nfi,drinking_water,yes,5,1,2,8,Poor,0,None
HH-00038,ENUM-29,HHID-00038,-72.4190194788509,-90.95468337244884,7.247667715287615,2.2027946349124568,Rural,CLU-96,Site11,Admin1_E,Admin2_3,yes,78,m,10,2024-01-31,2024-02-03,device-2143,10,divorced,refugee,yes,2023-03-11,food,drinking_water,yes,1,0,4,12,Poor,6,Severe
HH-00039,ENUM-3,HHID-00039,33.161944772188235,-17.80411128836633,0.6535634079894237,0.9535958692390674,Camp,CLU-78,Site12,Admin1_B,Admin2_12,yes,61,f,1,2024-01-28,2024-01-31,device-5526,1,married,host,,,wash_nfi,wash_nfi,yes,3,5,1,13,Poor,4,Severe
HH-00040,ENUM-4,HHID-00040,-10.772551126871761,-133.5026105454618,3.152903378306103,1.8129084591676503,Camp,CLU-48,Site4,Admin1_D,Admin2_2,yes,13,m,12,2024-01-29,2024-01-31,device-7798,12,widowed,idp,yes,2023-09-08,healthcare,drinking_water,no,0,6,0,12,Poor,5,Severe
HH-00041,ENUM-24,HHID-00041,-68.03311772793981,163.45836981314005,5.394912923753372,2.272615654306082,Rural,CLU-54,Site3,Admin1_C,Admin2_9,yes,39,f,7,2024-02-04,2024-02-08,device-6568,7,widowed,refugee,no,,shelter_materials,drinking_water,no,0,2,2,10,Poor,5,Severe
HH-00042,ENUM-19,HHID-00042,-0.8681561799713648,38.222868402316806,7.907231648389636,0.7671923077368596,Camp,CLU-90,Site1,Admin1_A,Admin2_15,yes,59,m,15,2024-01-30,2024-02-04,device-9318,15,widowed,host,,,drinking_water,food,yes,5,4,6,26,Poor,2,Moderate
HH-00043,ENUM-5,HHID-00043,-83.81006619926069,-97.68859001875342,3.187525029320699,1.918280549072259,Rural,CLU-71,Site10,Admin1_B,Admin2_2,yes,23,f,7,2024-02-04,2024-02-02,device-5377,7,married,refugee,yes,2023-03-09,healthcare,healthcare,no,0,3,1,9,Poor,3,Moderate
HH-00044,ENUM-42,HHID-00044,73.67767237418076,61.81224638610843,6.2589137643700905,1.1414069592534095,Rural,CLU-61,Site15,Admin1_D,Admin2_6,yes,32,m,10,2024-02-05,2024-02-08,device-1042,10,married,host,,,drinking_water,food,no,0,1,5,138,Poor,3,Moderate
HH-00045,ENUM-6,HHID-00045,-43.41960331199695,42.5261665648425,8.85977748236187,2.9073171880939497,Camp,CLU-97,Site12,Admin1_D,Admin2_10,yes,40,f,11,2024-02-09,2024-02-13,device-5634,33,widowed,idp,yes,2023-10-26,food,drinking_water,yes,4,4,3,17,Poor,3,Moderate
HH-00046,ENUM-40,HHID-00046,29.254011183716756,-51.06142150817743,6.158631881823045,1.7088641167998118,Urban,CLU-69,Site9,Admin1_A,Admin2_10,yes,121,m,9,2024-02-05,2024-02-09,device-5891,9,widowed,idp_returnee,yes,2023-03-19,wash_nfi,drinking_water,no,0,5,4,22,Poor,3,Moderate
HH-00047,ENUM-39,HHID-00047,-33.89200630390603,-139.11926680813355,2.329594747536338,2.5149813744378955,Urban,CLU-86,Site4,Admin1_B,Admin2_15,yes,65,m,5,2024-02-02,2024-02-06,device-9022,5,married,refugee,no,,drinking_water,food,yes,1,2,7,25,Poor,5,Severe
HH-00048,ENUM-33,HHID-00048,3.612243812005943,61.76635041340785,0.2440078155653802,1.8755663553906543,Rural,CLU-28,Site5,Admin1_D,Admin2_8,yes,73,f,12,2024-02-09,2024-02-11,device-3434,12,divorced,refugee,no,,shelter_materials,drinking_water,no,0,0,3,9,Poor,2,Moderate
HH-00049,ENUM-25,HHID-00049,8.407850281790331,7.310772325365576,8.700988739009299,0.6085313321370479,Camp,CLU-98,Site3,Admin1_E,Admin2_12,yes,37,f,10,2024-02-11,2024-02-16,device-8316,10,single,idp_returnee,no,,drinking_water,food,no,0,0,5,15,Poor,3,Moderate
HH-00050,ENUM-30,HHID-00050,-56.72619800540513,98.03462102483013,0.21269410850387138,-2.6808014990450073,Urban,CLU-32,Site6,Admin1_A,Admin2_1,yes,44,m,1,2024-02-05,2024-02-09,,1,widowed,idp_returnee,yes,2024-01-04,healthcare,drinking_water,no,0,4,5,23,Poor,3,Moderate
HH-00413,ENUM-38,HHID-00051,84.52523299762055,7.258860400317616,8.747016726841995,2.8785083555166424,Rural,CLU-88,Site14,Admin1_E,Admin2_7,yes,68,other,13,2024-02-11,2024-02-13,device-8935,13,married,refugee,no,,wash_nfi,drinking_water,no,0,3,2,12,Poor,2,Moderate
HH-00052,ENUM-36,HHID-00052,49.52390820500062,126.78534011467445,5.28937134027212,2.004029550365828,Rural,CLU-97,Site15,Admin1_A,Admin2_11,yes,74,m,14,2024-02-06,2024-02-07,device-6654,14,divorced,idp,yes,2023-06-08,food,drinking_water,yes,0,4,6,26,Poor,5,Severe
HH-00053,ENUM-48,HHID-00053,79.10980948155404,259.99097265489513,9.390676985128962,2.5479721485669753,Camp,CLU-77,Site18,Admin1_C,Admin2_3,yes,39,m,3,2024-02-14,2024-02-17,device-6446,3,divorced,refugee,yes,2023-12-24,healthcare,drinking_water,no,0,6,1,15,Poor,4,Severe
HH-00054,ENUM-3,HHID-00054,71.0689230769768,21.937669752739055,7.987832357736654,2.7105161583710196,Camp,CLU-11,Site18,Admin1_C,Admin2_10,yes,41,f,11,2024-02-11,2024-02-16,device-9903,11,divorced,idp_returnee,no,,shelter_materials,drinking_water,no,0,1,1,5,Poor,0,None
HH-00055,ENUM-29,HHID-00055,17.62199618599533,135.59529695700422,9.979341105333376,1.0701994298723312,Rural,CLU-68,Site17,Admin1_B,Admin2_15,yes,34,f,8,2024-02-17,2024-02-22,device-7180,8,widowed,host,,,drinking_water,food,no,0,0,2,6,Poor,3,Moderate
HH-00056,ENUM-37,HHID-00056,75.93736230416104,-34.74616816353708,3.5071181545171015,1.0301120997705666,Urban,CLU-58,Site14,Admin1_D,Admin2_7,yes,55,m,8,2024-02-17,2024-02-20,device-8460,8,married,idp,yes,2023-12-29,shelter_materials,drinking_water,no,0,5,2,16,Poor,0,None
HH-00057,ENUM-42,HHID-00057,-74.0713496306545,-131.75451775776935,7.671882889311269,2.0274524721274796,Camp,CLU-68,Site4,Admin1_E,Admin2_3,yes,12,m,1,2024-02-14,2024-02-15,device-6272,1,single,refugee,no,,drinking_water,food,yes,2,4,3,17,Poor,0,None
HH-00058,ENUM-13,HHID-00058,-54.72308476455387,-169.63823652719796,4.019309136092422,1.5275711745167617,Camp,CLU-91,Site1,Admin1_D,Admin2_1,yes,47,m,4,2024-02-18,2024-02-20,device-4090,4,married,refugee,yes,2023-05-24,wash_nfi,drinking_water,yes,3,5,3,19,Poor,3,Moderate
HH-00059,ENUM-21,HHID-00059,-81.85908799610314,91.84941204250282,4.798756203039089,2.5996532571668007,Camp,CLU-47,Site3,Admin1_C,Admin2_2,yes,72,m,14,2024-02-13,2024-02-16,device-4912,14,married,host,,,food,drinking_water,yes,1,1,6,20,Poor,4,Severe
HH-00060,ENUM-39,HHID-00060,-31.440540462612418,43.31143848724727,6.275054632183701,2.750057808495028,Urban,CLU-10,Site12,Admin1_E,Admin2_6,yes,25,f,11,2024-02-12,2024-02-06,device-7274,11,divorced,host,,,wash_nfi,drinking_water,no,0,0,5,15,Poor,1,Moderate
HH-00061,ENUM-31,HHID-00061,-20.038087855893238,73.46871651572047,8.736771141863388,0.0,Urban,CLU-73,Site18,Admin1_B,Admin2_4,yes,4,f,15,2024-02-12,2024-02-14,device-4826,15,single,idp,yes,2023-04-30,wash_nfi,drinking_water,yes,3,1,5,17,Poor,1,Moderate
HH-00062,ENUM-33,HHID-00062,-41.15717428069873,-103.33290185679213,9.840834691992951,1.092176397436205,Rural,CLU-15,Site3,Admin1_D,Admin2_4,yes,21,f,13,2024-02-22,2024-02-20,device-7730,13,widowed,idp,yes,2024-01-06,food,drinking_water,no,0,7,6,32,Borderline,6,Severe
HH-00063,ENUM-10,HHID-00063,59.17275164734727,-130.90626878876287,7.682734138645182,2.4513137881096547,Camp,CLU-8,Site20,Admin1_A,Admin2_7,yes,73,f,49,2024-02-16,2024-02-07,device-1715,9,widowed,refugee,no,,shelter_materials,drinking_water,no,0,4,3,17,Poor,3,Moderate
HH-00064,ENUM-4,HHID-00064,-25.784401195153933,-174.76392035956252,4.177667821673338,1.1870150888703401,Urban,CLU-71,Site20,Admin1_A,Admin2_12,yes,11,m,5,2024-02-18,2024-02-19,device-6213,5,divorced,refugee,no,,food,drinking_water,no,0,0,0,180,Poor,2,Moderate
HH-00065,ENUM-29,HHID-00065,-39.43178825627146,-53.78847882962509,4.213570022770702,2.556535796284196,Urban,CLU-65,Site11,Admin1_E,Admin2_9,yes,55,f,4,2024-02-15,2024-02-17,device-8749,4,widowed,idp_returnee,no,,drinking_water,food,yes,3,7,3,23,Poor,6,Severe
HH-00066,ENUM-7,HHID-00066,7.685294968484726,32.370367267667916,7.375823015888915,1.559345634121907,Camp,CLU-26,Site13,Admin1_A,Admin2_12,yes,55,f,1,2024-02-18,2024-02-22,device-7246,42,married,refugee,no,,drinking_water,drinking_water,yes,0,5,4,22,Poor,6,Severe
HH-00067,ENUM-22,HHID-00067,-64.63363950454273,-38.79214376409635,2.3877714576830233,2.168874748228676,Urban,CLU-74,Site1,Admin1_A,Admin2_15,yes,78,f,13,2024-02-17,2024-02-22,device-7325,13,divorced,host,,,wash_nfi,drinking_water,no,0,3,2,12,Poor,5,Severe
HH-00068,ENUM-46,HHID-00068,54.395456535727135,-22.50902807145755,1.1047411313139466,0.7388382845866704,Rural,CLU-69,Site10,Admin1_C,Admin2_12,yes,57,f,10,2024-02-22,2024-02-23,,10,single,idp,no,,healthcare,drinking_water,no,0,3,5,21,Poor,2,Moderate
HH-00069,ENUM-6,HHID-00069,-76.58088413764125,145.49713001774944,3.546221576407765,2.059648311691433,Urban,CLU-20,Site14,Admin1_B,Admin2_9,yes,22,f,9,2024-02-21,2024-02-25,device-9115,9,married,refugee,yes,2023-06-19,drinking_water,drinking_water,yes,0,5,3,19,Poor,4,Severe
HH-00070,ENUM-33,HHID-00070,87.63964858809311,-54.62803187161188,2.8723899165408175,1.629419196843073,Urban,CLU-22,Site13,Admin1_A,Admin2_5,yes,48,m,9,2024-02-25,2024-02-29,device-1606,9,single,idp,no,,wash_nfi,drinking_water,yes,1,4,0,8,Poor,5,Severe
HH-00071,ENUM-42,HHID-00071,-171.47408047278626,5.036216097531877,2.963081204559901,1.9665211579386852,Rural,CLU-42,Site3,Admin1_A,Admin2_11,yes,74,m,12,2024-02-29,2024-03-05,device-3068,12,single,refugee,no,,healthcare,drinking_water,yes,1,4,4,20,Poor,3,Moderate
HH-00072,ENUM-12,HHID-00072,-54.23117732384897,102.11508458681152,2.3360775104990994,0.9200355193621585,Camp,CLU-67,Site18,Admin1_D,Admin2_5,yes,30,f,4,2024-02-24,2024-02-26,device-9229,4,unknown,host,,,food,drinking_water,no,0,2,2,10,Poor,5,Severe
HH-00073,ENUM-3,HHID-00073,-89.00601891775156,-37.24459836434275,0.42093189636361883,2.342184362360455,Urban,CLU-57,Site8,Admin1_E,Admin2_5,yes,50,f,10,2024-02-22,2024-02-26,device-6439,10,single,idp_returnee,no,,healthcare,healthcare,no,0,6,7,33,Borderline,5,Severe
HH-00074,ENUM-16,HHID-00074,56.783057121870144,43.95121208203446,0.1787393473341381,2.6569926938580712,Rural,CLU-15,Site19,Admin1_C,Admin2_4,yes,25,f,3,2024-02-26,2024-03-01,device-2644,3,divorced,host,yes,,shelter_materials,drinking_water,no,0,3,3,15,Poor,2,Moderate
HH-00075,ENUM-46,HHID-00075,140.02164282710885,130.45093514882825,9.877223897360315,1.041849500226939,Camp,CLU-88,Site17,Admin1_E,Admin2_2,yes,73,m,11,2024-02-26,2024-03-01,device-8213,11,divorced,idp,yes,2023-05-01,wash_nfi,drinking_water,no,0,1,1,5,Poor,5,Severe
HH-00076,ENUM-29,HHID-00076,41.22129024737771,161.82742451675114,13.038057292154928,0.7392863888004043,Rural,CLU-27,Site6,Admin1_D,Admin2_1,yes,61,m,1,2024-02-25,2024-02-27,device-2633,1,married,host,,,wash_nfi,drinking_water,yes,5,5,7,31,Borderline,0,None
HH-00077,ENUM-29,HHID-00077,48.82866240347025,-127.05354686554634,3.8432664715968166,,Urban,CLU-92,Site13,Admin1_D,Admin2_7,yes,42,m,6,2024-03-04,2024-03-06,device-9617,6,widowed,host,,,wash_nfi,drinking_water,yes,5,3,1,9,Poor,5,Severe
HH-00078,ENUM-34,HHID-00078,-76.67196268786374,153.57154505813799,6.796472826930699,2.104928751108165,Rural,CLU-75,Site6,Admin1_D,Admin2_10,yes,51,f,4,2024-02-27,2024-02-28,device-8486,4,single,host,,,drinking_water,food,no,0,5,2,16,Poor,3,Moderate
HH-00079,ENUM-34,HHID-00079,-25.47616886203093,-2.8381344913662474,2.1825388786506417,2.0177350902219517,Urban,CLU-63,Site5,Admin1_A,Admin2_9,yes,15,f,11,2024-03-05,2024-03-06,device-1251,11,married,refugee,no,,shelter_materials,drinking_water,no,0,7,6,32,Borderline,3,Moderate
HH-00080,ENUM-40,HHID-00080,-69.14356928547664,-87.03202021237499,9.499611839502254,1.866743531785175,Camp,CLU-12,Site9,Admin1_E,Admin2_14,yes,44,m,1,2024-03-06,2024-03-10,device-3361,1,single,idp_returnee,yes,2023-07-19,healthcare,drinking_water,no,0,1,5,17,Poor,5,Severe
HH-00081,ENUM-11,HHID-00081,65.35861665760683,-14.711127754225942,7.863450144155521,1.0798677402899386,Camp,CLU-66,Site10,Admin1_E,Admin2_8,yes,21,m,3,2024-02-27,2024-02-29,device-7717,3,married,host,,,food,drinking_water,yes,3,2,7,25,Poor,1,Moderate
HH-00082,ENUM-24,HHID-00082,22.193662828960427,172.81172710277173,0.8941100231225951,1.4772649897637866,Rural,CLU-58,Site9,Admin1_E,Admin2_3,yes,73,f,2,,2024-03-08,device-3529,2,single,refugee,no,,healthcare,drinking_water,no,0,6,7,33,Borderline,1,Moderate
HH-00083,ENUM-24,HHID-00083,-30.438355526523146,-2.657486162566954,4.175807757849284,1.9861908379654327,Urban,CLU-8,Site16,Admin1_B,Admin2_1,yes,72,m,5,2024-03-08,2024-03-13,device-2225,40,widowed,idp,no,,shelter_materials,drinking_water,yes,3,6,2,18,Poor,3,Moderate
HH-00084,ENUM-19,,-78.55949694851574,-61.64942029649704,8.791183075621646,1.7419171471479236,Camp,CLU-59,Site5,Admin1_C,Admin2_6,yes,11,f,13,2024-03-01,2024-03-05,device-8692,13,married,refugee,no,,healthcare,healthcare,no,0,1,5,17,Poor,0,None
HH-00085,ENUM-25,HHID-00085,-34.0231820911808,48.02430755402128,9.447320222914103,2.969463800537218,Rural,CLU-17,Site3,Admin1_A,Admin2_1,yes,26,f,7,2024-03-07,2024-03-08,device-5342,7,divorced,refugee,no,,shelter_materials,drinking_water,yes,3,1,5,17,Poor,6,Severe
HH-00086,ENUM-27,HHID-00086,-31.46700203518553,-93.5475772398505,4.674015112498697,0.8410993813918328,Camp,CLU-66,Site6,Admin1_C,Admin2_7,yes,30,f,6,2024-03-03,2024-03-08,device-6546,6,widowed,host,,,drinking_water,food,yes,0,0,7,21,Poor,2,Moderate
HH-00087,ENUM-50,HHID-00087,41.329112100851546,-152.689201880881,6.134113892107077,-1.7297811672311019,Camp,CLU-54,Site14,Admin1_A,Admin2_2,yes,39,f,11,2024-03-03,2024-03-05,device-7512,11,divorced,idp,yes,2023-06-02,shelter_materials,drinking_water,yes,3,6,7,33,Borderline,5,Severe
